#          omega,            hol_g,      FCI (extra),               HF,         CCS-1-S1,         CCS-2-S2,           LF-HF,          LF-MP2,        NN-VMC
      1.66000000,       2.25000000,      -3.87391983,      -3.38226755,      -3.47767891,      -3.81921643,     -3.63715169,     -3.88824816,   -3.87395393   
      1.85500000,       2.25000000,      -3.69859173,      -3.10214858,      -3.23669640,      -3.65979638,     -3.49965378,     -3.71470999,   -3.69856978   
      2.05000000,       2.25000000,      -3.56063868,      -2.88354670,      -3.09155572,      -3.53232256,     -3.39173983,     -3.57513289,   -3.56061198   
      2.24500000,       2.25000000,      -3.44791529,      -2.71066500,      -3.05138613,      -3.42679036,     -3.30304634,     -3.45927942,   -3.44788750   
      2.44000000,       2.25000000,      -3.35342329,      -2.57282099,      -3.01396556,      -3.33736355,     -3.22821340,     -3.36314823,   -3.35316869   
      2.63500000,       2.25000000,      -3.27255752,      -2.46252522,      -2.97900003,      -3.26015892,     -3.16338002,     -3.27992752,   -3.27255209   
      2.83000000,       2.25000000,      -3.20230354,      -2.37448160,      -2.94624664,      -3.19259647,     -3.10653387,     -3.20822536,   -3.20201424   
      3.02500000,       2.25000000,      -3.14037467,      -2.30481957,      -2.91549951,      -3.13270353,     -3.05594446,     -3.14514925,   -3.14016513   
      3.22000000,       2.25000000,      -3.08543817,      -2.25077935,      -2.88658087,      -3.07929157,     -3.01049668,     -3.08920744,   -3.08537378   
      3.41500000,       2.25000000,      -3.03617788,      -2.21020178,      -2.85933524,      -3.03120287,     -2.96941212,     -3.04309646,   -3.03583321   
      3.61000000,       2.25000000,      -2.99159689,      -2.18082962,      -2.83362524,      -2.98754992,     -2.93216282,     -2.99722969,   -2.99135626   
      3.80500000,       2.25000000,      -2.95117349,      -2.15914312,      -2.80932865,      -2.94783785,     -2.89791286,     -2.95572976,   -2.95101152   
      4.00000000,       2.25000000,      -2.91413471,      -2.14212530,      -2.78633604,      -2.91138138,     -2.86628130,     -2.91791899,   -2.91400026   
      0.10000000,       2.50000000,     -62.51601334,     -62.51600051,     -62.51601331,     -62.51601334,    -62.51601332,    -62.51601334,   -62.51567483  
      0.29500000,       2.50000000,     -21.23398793,     -21.23365384,     -21.23398299,     -21.23398791,    -21.23398611,    -21.23398789,   -21.23342025  
      0.49000000,       2.50000000,     -12.83514103,     -12.83356246,     -12.83507527,     -12.83514023,    -12.83511747,    -12.83513953,   -12.83517597  
      0.68500000,       2.50000000,      -9.23838637,      -9.23385315,      -9.23800395,      -9.23837688,     -9.23824520,     -9.23836809,   -9.23850245   
      0.88000000,       2.50000000,      -7.25461938,      -7.24342513,      -7.25227490,      -7.25439024,     -7.25317896,     -7.25366218,   -7.25446462   
      1.07500000,       2.50000000,      -6.02366629,      -5.98659904,      -6.00284058,      -6.02017296,     -6.00553879,     -6.00708631,   -6.02298476   
      1.27000000,       2.50000000,      -5.23748750,      -5.12553108,      -5.15252439,      -5.22210128,     -5.15955688,     -5.16406224,   -5.23736546   
      1.46500000,       2.50000000,      -4.73580375,      -4.50226790,      -4.54405703,      -4.70089469,     -4.56120852,     -4.57441039,   -4.73521477   
      1.66000000,       2.50000000,      -4.39927695,      -4.03309029,      -4.09442460,      -4.34510949,     -4.13748545,     -4.18986890,   -4.39916251   
      1.85500000,       2.50000000,      -4.15620215,      -3.66949613,      -3.75580825,      -4.09040827,     -3.91883203,     -4.18597115,   -4.15586635   
      2.05000000,       2.50000000,      -3.96957823,      -3.38145239,      -3.49876825,      -3.92129472,     -3.76707559,     -3.99357280,   -3.96946005   
      2.24500000,       2.50000000,      -3.81986741,      -3.14937966,      -3.30438818,      -3.78360216,     -3.64578742,     -3.83929210,   -3.81977329   
      2.44000000,       2.50000000,      -3.69587459,      -2.95996860,      -3.20637280,      -3.66813851,     -3.54511969,     -3.71173431,   -3.69543871   
      2.63500000,       2.50000000,      -3.59086110,      -2.80387158,      -3.16709421,      -3.56931404,     -3.45933707,     -3.60383323,   -3.59033114   
      2.83000000,       2.50000000,      -3.50031693,      -2.67433556,      -3.13015422,      -3.48335060,     -3.38459966,     -3.50966463,   -3.49996278   
      3.02500000,       2.50000000,      -3.42111478,      -2.56639161,      -3.09534060,      -3.40759951,     -3.31882119,     -3.42844041,   -3.42110386   
      3.22000000,       2.50000000,      -3.35096399,      -2.47626512,      -3.06247206,      -3.34010082,     -3.26014309,     -3.35682742,   -3.35070643   
      3.41500000,       2.50000000,      -3.28835424,      -2.40113052,      -3.03139088,      -3.27953536,     -3.20730930,     -3.29310030,   -3.28843650   
      3.61000000,       2.50000000,      -3.23199052,      -2.33877668,      -3.00195802,      -3.22477041,     -3.15929387,     -3.23565663,   -3.23184891   
      3.80500000,       2.50000000,      -3.18083999,      -2.28747177,      -2.97404962,      -3.17489518,     -3.11575591,     -3.18768819,   -3.18070834   
      4.00000000,       2.50000000,      -3.13435481,      -2.24602239,      -2.94755455,      -3.12939745,     -3.07571617,     -3.13989592,   -3.13402887   
      0.10000000,       2.75000000,     -75.63823218,     -75.63822343,     -75.63823217,     -75.63823218,    -75.63823218,    -75.63823219,   -75.63818967  
      0.29500000,       2.75000000,     -25.67483635,     -25.67460891,     -25.67483361,     -25.67483634,    -25.67483539,    -25.67483635,   -25.67462338  
      0.49000000,       2.75000000,     -15.49956890,     -15.49850093,     -15.49953271,     -15.49956854,    -15.49955643,    -15.49956824,   -15.49940338  
      0.68500000,       2.75000000,     -11.13385118,     -11.13081777,     -11.13364491,     -11.13384704,    -11.13377920,    -11.13384396,   -11.13375040  
      0.88000000,       2.75000000,      -8.71713253,      -8.71031193,      -8.71632911,      -8.71710370,     -8.71682620,     -8.71707172,   -8.71707341   
      1.07500000,       2.75000000,      -7.19543564,      -7.17739518,      -7.18841563,      -7.19439745,     -7.18986620,     -7.19062195,   -7.19514156   
      1.27000000,       2.75000000,      -6.17852733,      -6.12325873,      -6.14152813,      -6.17199048,     -6.14518955,     -6.14725220,   -6.17779834   
      1.46500000,       2.75000000,      -5.49296685,      -5.35676139,      -5.38497827,      -5.47318731,     -5.39342851,     -5.39876196,   -5.49233899   
      1.66000000,       2.75000000,      -5.02607799,      -4.77658230,      -4.81790076,      -4.98796741,     -4.83662580,     -4.85094213,   -5.02588820   
      1.85500000,       2.75000000,      -4.69385023,      -4.32401202,      -4.38205433,      -4.63790766,     -4.42554388,     -4.75108226,   -4.69378004   
      2.05000000,       2.75000000,      -4.44410864,      -3.96268635,      -4.04153048,      -4.37470081,     -4.21012361,     -4.48399108,   -4.44390425   
      2.24500000,       2.75000000,      -4.24743963,      -3.66888240,      -3.77302262,      -4.18906913,     -4.04443880,     -4.27742043,   -4.24731380   
      2.44000000,       2.75000000,      -4.08695821,      -3.42646793,      -3.56072666,      -4.04204396,     -3.91018891,     -4.11041751,   -4.08690274   
      2.63500000,       2.75000000,      -3.95248509,      -3.22409315,      -3.39345875,      -3.91738549,     -3.79771465,     -3.97124593,   -3.95235521   
      2.83000000,       2.75000000,      -3.83744111,      -3.05355063,      -3.32275662,      -3.80966216,     -3.70122873,     -3.85266936,   -3.83692384   
      3.02500000,       2.75000000,      -3.73754433,      -2.90874586,      -3.28406846,      -3.71530185,     -3.61697841,     -3.75000005,   -3.73728377   
      3.22000000,       2.75000000,      -3.64958702,      -2.78507815,      -3.24742334,      -3.63161007,     -3.54239542,     -3.65990859,   -3.64939056   
      3.41500000,       2.75000000,      -3.57142464,      -2.67900469,      -3.21266006,      -3.55675794,     -3.47534716,     -3.57844457,   -3.57122420   
      3.61000000,       2.75000000,      -3.50131333,      -2.58777627,      -3.17963761,      -3.48925028,     -3.41504516,     -3.50691890,   -3.50129884   
      3.80500000,       2.75000000,      -3.43790233,      -2.50918698,      -3.14823096,      -3.42791785,     -3.36019228,     -3.44245421,   -3.43765956   
      4.00000000,       2.75000000,      -3.38035974,      -2.44149741,      -3.11832809,      -3.37201654,     -3.31014613,     -3.38815961,   -3.38003123   
      0.10000000,       3.00000000,     -90.01111745,     -90.01111128,     -90.01111746,     -90.01111745,    -90.01111746,    -90.01111746,   -90.01117819  
      0.29500000,       3.00000000,     -30.54141696,     -30.54125676,     -30.54141536,     -30.54141696,    -30.54141642,    -30.54141698,   -30.54146761  
      0.49000000,       3.00000000,     -18.42256050,     -18.42181159,     -18.42253942,     -18.42256032,    -18.42255345,    -18.42256021,   -18.42263441  
      0.68500000,       3.00000000,     -13.21696365,     -13.21485252,     -13.21684512,     -13.21696168,    -13.21692282,    -13.21695996,   -13.21696012  
      0.88000000,       3.00000000,     -10.32985199,     -10.32516792,     -10.32940418,     -10.32983930,    -10.32969394,    -10.32982874,   -10.32978123  
      1.07500000,       3.00000000,      -8.50188393,      -8.49175201,      -8.49950038,      -8.50161921,     -8.50033356,     -8.50073758,   -8.50179848   
      1.27000000,       3.00000000,      -7.25600709,      -7.22808005,      -7.24090581,      -7.25348307,     -7.24296510,     -7.24402329,   -7.25566073   
      1.46500000,       3.00000000,      -6.38125547,      -6.30666883,      -6.32644187,      -6.37132764,     -6.33105308,     -6.33362382,   -6.38121362   
      1.66000000,       3.00000000,      -5.76404480,      -5.60692929,      -5.63583642,      -5.74038575,     -5.64554522,     -5.65164453,   -5.76398116   
      1.85500000,       3.00000000,      -5.32142899,      -5.05898178,      -5.09952417,      -5.28060688,     -5.11951030,     -5.13482826,   -5.32143989   
      2.05000000,       3.00000000,      -4.99209410,      -4.61953904,      -4.67454067,      -4.93465398,     -4.73708128,     -5.05122766,   -4.99211085   
      2.24500000,       3.00000000,      -4.73656587,      -4.26035709,      -4.33295711,      -4.66577711,     -4.50873446,     -4.78084758,   -4.73660670   
      2.44000000,       3.00000000,      -4.53096786,      -3.96222436,      -4.05585796,      -4.46202082,     -4.32990225,     -4.56459989,   -4.53093639   
      2.63500000,       3.00000000,      -4.36066641,      -3.71161979,      -3.82997809,      -4.30650422,     -4.18329585,     -4.38699105,   -4.36017481   
      2.83000000,       3.00000000,      -4.21638167,      -3.49875261,      -3.64571154,      -4.17327508,     -4.05945092,     -4.23742621,   -4.21590299   
      3.02500000,       3.00000000,      -4.09189715,      -3.31636020,      -3.48052056,      -4.05721617,     -3.95255889,     -4.10901234,   -4.09117399   
      3.22000000,       3.00000000,      -3.98306419,      -3.15894287,      -3.44027283,      -3.95488170,     -3.85878631,     -3.99708950,   -3.98291947   
      3.41500000,       3.00000000,      -3.88671754,      -3.02226900,      -3.40198889,      -3.86362653,     -3.77546913,     -3.89836833,   -3.88682893   
      3.61000000,       3.00000000,      -3.80070022,      -2.90300972,      -3.36552405,      -3.78162445,     -3.70068151,     -3.81043347,   -3.80059626   
      3.80500000,       3.00000000,      -3.72315765,      -2.79853526,      -3.33075127,      -3.70730159,     -3.63259259,     -3.72954891,   -3.72315399   
      4.00000000,       3.00000000,      -3.65299157,      -2.70673015,      -3.29755742,      -3.63969842,     -3.57083881,     -3.65801502,   -3.65268983   
      0.10000000,       3.25000000,    -105.63447204,    -105.63446756,    -105.63447204,    -105.63447204,   -105.63447204,   -105.63447205,   -105.63469533 
      0.29500000,       3.25000000,     -35.83313256,     -35.83301646,     -35.83313159,     -35.83313256,    -35.83313224,    -35.83313258,   -35.83319716  
      0.49000000,       3.25000000,     -21.60306644,     -21.60252547,     -21.60305358,     -21.60306635,    -21.60306230,    -21.60306630,   -21.60238303  
      0.68500000,       3.25000000,     -15.48611089,     -15.48459427,     -15.48603925,     -15.48610989,    -15.48608787,    -15.48610924,   -15.48614875  
      0.88000000,       3.25000000,     -12.08956329,     -12.08622706,     -12.08929682,     -12.08955698,    -12.08947372,    -12.08955211,   -12.08958665  
      1.07500000,       3.25000000,      -9.93391924,      -9.92748901,      -9.93309876,      -9.93388419,     -9.93360250,     -9.93383360,   -9.93366277   
      1.27000000,       3.25000000,      -8.45269233,      -8.43738469,      -8.44666093,      -8.45178665,     -8.44788845,     -8.44847794,   -8.45243474   
      1.46500000,       3.25000000,      -7.38934515,      -7.34893260,      -7.36321750,      -7.38474270,     -7.36591205,     -7.36728835,   -7.38922099   
      1.66000000,       3.25000000,      -6.61428053,      -6.52060284,      -6.54145864,      -6.60090059,     -6.54697330,     -6.55003912,   -6.61422856   
      1.85500000,       3.25000000,      -6.04559807,      -5.87037900,      -5.89959170,      -6.01850363,     -5.91040949,     -5.91722317,   -6.04539467   
      2.05000000,       3.25000000,      -5.62063078,      -5.34745351,      -5.38704515,      -5.57747191,     -5.40802728,     -5.42428146,   -5.62064279   
      2.24500000,       3.25000000,      -5.29332660,      -4.91867260,      -4.97088263,      -5.23459766,     -5.05194245,     -5.34746829,   -5.29313470   
      2.44000000,       3.25000000,      -5.03274975,      -4.56148341,      -4.62878025,      -4.96095864,     -4.81266438,     -5.07720847,   -5.03270770   
      2.63500000,       3.25000000,      -4.81920076,      -4.26001088,      -4.34507773,      -4.73927547,     -4.62184254,     -4.85433524,   -4.81909290   
      2.83000000,       3.25000000,      -4.63995841,      -4.00275738,      -4.10847229,      -4.57603897,     -4.46365609,     -4.66793070,   -4.63989135   
      3.02500000,       3.25000000,      -4.48657325,      -3.78119187,      -3.91059378,      -4.43488408,     -4.32898713,     -4.50916764,   -4.48649453   
      3.22000000,       3.25000000,      -4.35320318,      -3.58885179,      -3.74508727,      -4.31101269,     -4.21207492,     -4.37171641,   -4.35320043   
      3.41500000,       3.25000000,      -4.23586053,      -3.42075260,      -3.59839987,      -4.20112392,     -4.10905078,     -4.25113168,   -4.23556045   
      3.61000000,       3.25000000,      -4.13144975,      -3.27298870,      -3.55864059,      -4.10264151,     -4.01718463,     -4.14420586,   -4.13142261   
      3.80500000,       3.25000000,      -4.03781353,      -3.14246143,      -3.52063962,      -4.01374994,     -3.93408169,     -4.04653192,   -4.03764329   
      4.00000000,       3.25000000,      -3.95316854,      -3.02666981,      -3.48428162,      -3.93294125,     -3.85908549,     -3.96051541,   -3.95306504   
      0.10000000,       3.50000000,    -122.50816666,    -122.50816333,    -122.50816667,    -122.50816666,   -122.50816666,   -122.50816667,   -122.50792661 
      0.29500000,       3.50000000,     -41.54959330,     -41.54950711,     -41.54959268,     -41.54959330,    -41.54959309,    -41.54959332,   -41.55006794  
      0.49000000,       3.50000000,     -25.04040863,     -25.04000801,     -25.04040047,     -25.04040858,    -25.04040609,    -25.04040855,   -25.04049349  
      0.68500000,       3.50000000,     -17.94027050,     -17.93915194,     -17.94022538,     -17.94026996,    -17.94025638,    -17.94026962,   -17.94017021  
      0.88000000,       3.50000000,     -13.99478302,     -13.99233774,     -13.99461703,     -13.99477967,    -13.99472908,    -13.99477737,   -13.99476909  
      1.07500000,       3.50000000,     -11.48783547,     -11.48318874,     -11.48735141,     -11.48782045,    -11.48766635,    -11.48780823,   -11.48780075  
      1.27000000,       3.50000000,      -9.75872978,      -9.74948280,      -9.75636126,      -9.75844597,     -9.75712718,     -9.75747626,   -9.75896968   
      1.46500000,       3.50000000,      -8.50416860,      -8.48158193,      -8.49216601,      -8.50216012,     -8.49382459,     -8.49461823,   -8.50400453   
      1.66000000,       3.50000000,      -7.56977224,      -7.51534221,      -7.53078186,      -7.56271579,     -7.53411241,     -7.53581198,   -7.56955256   
      1.85500000,       3.50000000,      -6.86720435,      -6.75564123,      -6.77724900,      -6.85052492,     -6.78360292,     -6.78714548,   -6.86678303   
      2.05000000,       3.50000000,      -6.33426696,      -6.14355080,      -6.17280389,      -6.30417380,     -6.18457546,     -6.19204595,   -6.33448602   
      2.24500000,       3.50000000,      -5.92281099,      -5.64061817,      -5.67916662,      -5.87761620,     -5.70092718,     -5.71802614,   -5.92271054   
      2.44000000,       3.50000000,      -5.59693719,      -5.22068358,      -5.27033608,      -5.53709667,     -5.36860645,     -5.64505064,   -5.59686967   
      2.63500000,       3.50000000,      -5.33197268,      -4.86533246,      -4.92806553,      -5.25943750,     -5.12039508,     -5.37436995,   -5.33196821   
      2.83000000,       3.50000000,      -5.11136505,      -4.56122667,      -4.63917588,      -5.02901706,     -4.91889061,     -5.14634735,   -5.11135681   
      3.02500000,       3.50000000,      -4.92398408,      -4.29846842,      -4.39391784,      -4.84987441,     -4.75001909,     -4.95257311,   -4.92391343   
      3.22000000,       3.50000000,      -4.76218015,      -4.06955864,      -4.18492327,      -4.70140421,     -4.60515314,     -4.78562732,   -4.76224130   
      3.41500000,       3.50000000,      -4.62046840,      -3.86871216,      -4.00651123,      -4.57022392,     -4.47867459,     -4.63989330,   -4.62038212   
      3.61000000,       3.50000000,      -4.49505373,      -3.69139488,      -3.85421319,      -4.45319998,     -4.36672944,     -4.51123644,   -4.49457969   
      3.80500000,       3.50000000,      -4.38291492,      -3.53400325,      -3.71706300,      -4.34782729,     -4.26610071,     -4.39424830,   -4.38259820   
      4.00000000,       3.50000000,      -4.28193098,      -3.39363751,      -3.67766829,      -4.25232826,     -4.17571693,     -4.29149445,   -4.28197053   
      0.10000000,       3.75000000,    -140.63211368,    -140.63211116,    -140.63211368,    -140.63211368,   -140.63211130,   -140.63211368,   -140.63215447 
      0.29500000,       3.75000000,     -47.69053579,     -47.69047046,     -47.69053539,     -47.69053579,    -47.69053567,    -47.69053581,   -47.68987569  
      0.49000000,       3.75000000,     -28.73413241,     -28.73382933,     -28.73412706,     -28.73413238,    -28.73413078,    -28.73413236,   -28.73444386  
      0.68500000,       3.75000000,     -20.57876618,     -20.57792266,     -20.57873677,     -20.57876588,    -20.57875702,    -20.57876569,   -20.57876959  
      0.88000000,       3.75000000,     -16.04455748,     -16.04272211,     -16.04445013,     -16.04455561,    -16.04452287,    -16.04455436,   -16.04438440  
      1.07500000,       3.75000000,     -13.16135950,     -13.15789580,     -13.16105032,     -13.16135128,    -13.16125694,    -13.16134520,   -13.16120738  
      1.27000000,       3.75000000,     -11.16931370,     -11.16323821,     -11.16844816,     -11.16926479,    -11.16894379,    -11.16916114,   -11.16970677  
      1.46500000,       3.75000000,      -9.71673175,      -9.70329599,      -9.71130816,      -9.71590275,     -9.71237188,     -9.71285570,   -9.71666995   
      1.66000000,       3.75000000,      -8.62134506,      -8.58963704,      -8.60131771,      -8.61782176,     -8.60342576,     -8.60443550,   -8.62090332   
      1.85500000,       3.75000000,      -7.78205590,      -7.71306308,      -7.72939964,      -7.77237412,     -7.73334930,     -7.73537409,   -7.78140870   
      2.05000000,       3.75000000,      -7.13392981,      -7.00592527,      -7.02802774,      -7.11416746,     -7.03515169,     -7.03915130,   -7.13383470   
      2.24500000,       3.75000000,      -6.62832031,      -6.42407941,      -6.45318152,      -6.59555863,     -6.46577423,     -6.47384538,   -6.62845174   
      2.44000000,       3.75000000,      -6.22737174,      -5.93749367,      -5.97495345,      -6.18038106,     -6.00541875,     -6.26496283,   -6.22740851   
      2.63500000,       3.75000000,      -5.90256347,      -5.52502718,      -5.57233655,      -5.84174405,     -5.68634562,     -5.94500287,   -5.90269878   
      2.83000000,       3.75000000,      -5.63373333,      -5.17136589,      -5.23012732,      -5.56062956,     -5.43083640,     -5.67302412,   -5.63378333   
      3.02500000,       3.75000000,      -5.40683905,      -4.86514567,      -4.93708680,      -5.32374334,     -5.21994700,     -5.44057932,   -5.40687225   
      3.22000000,       3.75000000,      -5.21204998,      -4.59775572,      -4.68471833,      -5.12738000,     -5.04131931,     -5.24038423,   -5.21212090   
      3.41500000,       3.75000000,      -5.04245186,      -4.36255264,      -4.46648306,      -4.97215030,     -4.88693679,     -5.06614120,   -5.04230418   
      3.61000000,       3.75000000,      -4.89293312,      -4.15432908,      -4.27726389,      -4.83414846,     -4.75139637,     -4.91284010,   -4.89288380   
      3.80500000,       3.75000000,      -4.75987508,      -3.96894579,      -4.11299147,      -4.71039328,     -4.63047307,     -4.77434998,   -4.75988518   
      4.00000000,       3.75000000,      -4.64036413,      -3.80307132,      -3.97037652,      -4.59847542,     -4.52235266,     -4.65273071,   -4.64032351   
      0.10000000,       4.00000000,    -160.00625198,    -160.00625003,    -160.00625198,    -160.00625198,   -160.00625013,   -160.00625198,   -160.00598544 
      0.29500000,       4.00000000,     -54.25577685,     -54.25572642,     -54.25577657,     -54.25577685,    -54.25577676,    -54.25577686,   -54.25542958  
      0.49000000,       4.00000000,     -32.68392337,     -32.68368982,     -32.68391976,     -32.68392335,    -32.68392229,    -32.68392334,   -32.68356304  
      0.68500000,       4.00000000,     -23.40113494,     -23.40048655,     -23.40111518,     -23.40113476,    -23.40112880,    -23.40113495,   -23.40119137  
      0.88000000,       4.00000000,     -18.23824464,     -18.23683901,     -18.23817300,     -18.23824355,    -18.23822220,    -18.23824289,   -18.23814554  
      1.07500000,       4.00000000,     -14.95358533,     -14.95094643,     -14.95338086,     -14.95358061,    -14.95351918,    -14.95357786,   -14.95375171  
      1.27000000,       4.00000000,     -12.68238442,     -12.67786291,     -12.68188210,     -12.68236762,    -12.68220941,    -12.68235283,   -12.68245655  
      1.46500000,       4.00000000,     -11.02173086,     -11.01316057,     -11.01933897,     -11.02142441,    -11.02004419,    -11.02035244,   -11.02172605  
      1.66000000,       4.00000000,      -9.76151765,      -9.74244457,      -9.75144778,      -9.75982712,     -9.75283264,     -9.75346377,   -9.76134945   
      1.85500000,       4.00000000,      -8.78376973,      -8.74147054,      -8.75405635,      -8.77839537,     -8.75661842,     -8.75785061,   -8.78364633   
      2.05000000,       4.00000000,      -8.01677697,      -7.93326814,      -7.95028755,      -8.00442484,     -7.95482824,     -7.95716990,   -8.01607860   
      2.24500000,       4.00000000,      -7.41059440,      -7.26761001,      -7.29000814,      -7.38798307,     -7.29783062,     -7.30226389,   -7.41063587   
      2.44000000,       4.00000000,      -6.92636781,      -6.71032558,      -6.73914231,      -6.89123468,     -6.75243919,     -6.76107500,   -6.92617039   
      2.63500000,       4.00000000,      -6.53386215,      -6.23735974,      -6.27372995,      -6.48527809,     -6.32433328,     -6.56702066,   -6.53381646   
      2.83000000,       4.00000000,      -6.20985312,      -5.83128785,      -5.87644106,      -6.14816422,     -6.00477336,     -6.24734047,   -6.20989347   
      3.02500000,       4.00000000,      -5.93761561,      -5.47917903,      -5.53445083,      -5.86406804,     -5.74325076,     -5.97354531,   -5.93771015   
      3.22000000,       4.00000000,      -5.70507396,      -5.17123436,      -5.23803538,      -5.62151908,     -5.52415355,     -5.73698829,   -5.70492215   
      3.41500000,       4.00000000,      -5.50356644,      -4.89989404,      -4.97973065,      -5.41225581,     -5.33668321,     -5.53106559,   -5.50357131   
      3.61000000,       4.00000000,      -5.32677023,      -4.65923194,      -4.75369376,      -5.24655850,     -5.17347515,     -5.35020985,   -5.32666693   
      3.80500000,       4.00000000,      -5.16994888,      -4.44453712,      -4.55528895,      -5.10219067,     -5.02906832,     -5.18804635,   -5.16999609   
      4.00000000,       4.00000000,      -5.02965736,      -4.25201768,      -4.38078822,      -4.97208581,     -4.90039545,     -5.04471769,   -5.02975835   
      0.10000000,       4.25000000,    -180.63053788,    -180.63053635,    -180.63053789,    -180.63053788,   -180.63053642,   -180.63053789,   -180.63115223 
      0.29500000,       4.25000000,     -61.24518582,     -61.24514628,     -61.24518564,     -61.24518582,    -61.24518576,    -61.24518583,   -61.24548659  
      0.49000000,       4.25000000,     -36.88955832,     -36.88937542,     -36.88955582,     -36.88955831,    -36.88955758,    -36.88955832,   -36.88936551  
      0.68500000,       4.25000000,     -26.40705057,     -26.40654384,     -26.40703696,     -26.40705046,    -26.40704642,    -26.40705060,   -26.40649977  
      0.88000000,       4.25000000,     -20.57539773,     -20.57430238,     -20.57534861,     -20.57539707,    -20.57538283,    -20.57539670,   -20.57533123  
      1.07500000,       4.25000000,     -16.86391562,     -16.86186755,     -16.86377641,     -16.86391280,    -16.86387155,    -16.86391099,   -16.86389283  
      1.27000000,       4.25000000,     -14.29628449,     -14.29279592,     -14.29594655,     -14.29627471,    -14.29617293,    -14.29626809,   -14.29609322  
      1.46500000,       4.25000000,     -12.41631001,     -12.41052572,     -12.41536746,     -12.41624013,    -12.41584539,    -12.41605342,   -12.41658620  
      1.66000000,       4.25000000,     -10.98506538,     -10.97302465,     -10.98007769,     -10.98429065,    -10.98101595,    -10.98142746,   -10.98491058  
      1.85500000,       4.25000000,      -9.86621138,      -9.84003184,      -9.84988787,      -9.86333742,     -9.85160747,     -9.85239512,   -9.86605728   
      2.05000000,       4.25000000,      -8.97836655,      -8.92465435,      -8.93797726,      -8.97093751,     -8.94098740,     -8.94244600,   -8.97832594   
      2.24500000,       4.25000000,      -8.26768810,      -8.17018955,      -8.18771610,      -8.25272420,     -8.19281398,     -8.19546732,   -8.26795074   
      2.44000000,       4.25000000,      -7.69461907,      -7.53806142,      -7.56060175,      -7.66939315,     -7.56905292,     -7.57389723,   -7.69460435   
      2.63500000,       4.25000000,      -7.22758006,      -7.00111331,      -7.02955135,      -7.19031571,     -7.04345116,     -7.05261658,   -7.22699239   
      2.83000000,       4.25000000,      -6.84194747,      -6.53967376,      -6.57496730,      -6.79193616,     -6.64354598,     -6.87141431,   -6.84205621   
      3.02500000,       4.25000000,      -6.51855421,      -6.13914390,      -6.18232435,      -6.45609129,     -6.32366766,     -6.55179929,   -6.51879657   
      3.22000000,       4.25000000,      -6.24327730,      -5.78846148,      -5.84063303,      -6.16937471,     -6.05712449,     -6.27592820,   -6.24349293   
      3.41500000,       4.25000000,      -6.00567802,      -5.47909157,      -5.54144422,      -5.92185529,     -5.83084968,     -6.03549570,   -6.00559855   
      3.61000000,       4.25000000,      -5.79803857,      -5.20434278,      -5.27811560,      -5.70614515,     -5.63539438,     -5.82433369,   -5.79805899   
      3.80500000,       4.25000000,      -5.61459530,      -4.95889631,      -5.04540351,      -5.52413965,     -5.46373084,     -5.63561564,   -5.61468320   
      4.00000000,       4.25000000,      -5.45093451,      -4.73847062,      -4.83908822,      -5.37382199,     -5.31154901,     -5.46853690,   -5.45104413   
      0.10000000,       4.50000000,    -202.50493951,    -202.50493829,    -202.50493951,    -202.50493951,   -202.50493830,   -202.50493951,   -202.50562177 
      0.29500000,       4.50000000,     -68.65866753,     -68.65863608,     -68.65866739,     -68.65866753,    -68.65866747,    -68.65866753,   -68.65864251  
      0.49000000,       4.50000000,     -41.35087519,     -41.35072991,     -41.35087343,     -41.35087518,    -41.35087468,    -41.35087518,   -41.35086803  
      0.68500000,       4.50000000,     -29.59627764,     -29.59587580,     -29.59626805,     -29.59627757,    -29.59627483,    -29.59627754,   -29.59573461  
      0.88000000,       4.50000000,     -23.05569727,     -23.05483069,     -23.05566280,     -23.05569686,    -23.05568704,    -23.05569664,   -23.05539284  
      1.07500000,       4.50000000,     -18.89192953,     -18.89031445,     -18.89183237,     -18.89192779,    -18.89189968,    -18.89192677,   -18.89187063  
      1.27000000,       4.50000000,     -16.01036775,     -16.00762884,     -16.01013370,     -16.01036178,    -16.01029235,    -16.01035820,   -16.01037895  
      1.46500000,       4.50000000,     -13.89927953,     -13.89491873,     -13.89876721,     -13.89926078,    -13.89910329,    -13.89924262,   -13.89943867  
      1.66000000,       4.50000000,     -12.28883228,     -12.28083958,     -12.28644428,     -12.28851173,    -12.28709290,    -12.28737502,   -12.28871158  
      1.85500000,       4.50000000,     -11.02475883,     -11.00814348,     -11.01597340,     -11.02327678,    -11.01716043,    -11.01768344,   -11.02486735  
      2.05000000,       4.50000000,     -10.01385946,      -9.97941370,      -9.98999471,     -10.00954247,     -9.99205379,     -9.99300303,   -10.01352921  
      2.24500000,       4.50000000,      -9.19651481,      -9.13108012,      -9.14499538,      -9.18693378,     -9.14844079,     -9.15012345,   -9.19631975   
      2.44000000,       4.50000000,      -8.53074423,      -8.41989443,      -8.43778483,      -8.51325663,     -8.44340226,     -8.44635732,   -8.53089305   
      2.63500000,       4.50000000,      -7.98426826,      -7.81541071,      -7.83797520,      -7.95664482,     -7.84698945,     -7.85223182,   -7.98421702   
      2.83000000,       4.50000000,      -7.53129387,      -7.29557467,      -7.32357049,      -7.49210695,     -7.34651163,     -7.55082556,   -7.53132959   
